,year,state,consumption,state_code,tax_name,tax_code,taxes_collected,include?,population
1860,2018,Missouri,244845,26.0,License Taxes,TA3,591109,no,6108612
1861,2019,Missouri,252194,26.0,License Taxes,TA3,591109,no,6108612
1862,2020,Missouri,246053,26.0,License Taxes,TA3,591109,no,6108612
1863,2018,Nebraska,78632,28.0,License Taxes,TA3,182791,no,1917575
1864,2019,Nebraska,80688,28.0,License Taxes,TA3,182791,no,1917575
1865,2020,Nebraska,79714,28.0,License Taxes,TA3,182791,no,1917575
1866,2018,North Dakota,34104,35.0,License Taxes,TA3,213985,no,755176
1867,2019,North Dakota,34836,35.0,License Taxes,TA3,213985,no,755176
1868,2020,North Dakota,33631,35.0,License Taxes,TA3,213985,no,755176
1869,2018,South Dakota,36219,42.0,License Taxes,TA3,269481,no,873286
1870,2019,South Dakota,37599,42.0,License Taxes,TA3,269481,no,873286
1871,2020,South Dakota,37338,42.0,License Taxes,TA3,269481,no,873286
1872,2018,Alabama,170857,1.0,License Taxes,TA3,528539,no,4875120
1873,2019,Alabama,177751,1.0,License Taxes,TA3,528539,no,4875120
1874,2020,Alabama,176480,1.0,License Taxes,TA3,528539,no,4875120
1875,2018,Arkansas,101727,4.0,License Taxes,TA3,384559,no,3002997
1876,2019,Arkansas,104430,4.0,License Taxes,TA3,384559,no,3002997
1877,2020,Arkansas,104489,4.0,License Taxes,TA3,384559,no,3002997
1878,2018,Florida,927049,10.0,License Taxes,TA3,2027150,no,20976812
1879,2019,Florida,966943,10.0,License Taxes,TA3,2027150,no,20976812
1880,2020,Florida,947906,10.0,License Taxes,TA3,2027150,no,20976812
1881,2018,Georgia,400690,11.0,License Taxes,TA3,672897,no,10413055
1882,2019,Georgia,416542,11.0,License Taxes,TA3,672897,no,10413055
1883,2020,Georgia,408753,11.0,License Taxes,TA3,672897,no,10413055
1884,2018,Kentucky,160788,18.0,License Taxes,TA3,500447,no,4453874
1885,2019,Kentucky,165186,18.0,License Taxes,TA3,500447,no,4453874
1886,2020,Kentucky,163750,18.0,License Taxes,TA3,500447,no,4453874
1887,2018,Louisiana,171430,19.0,License Taxes,TA3,368318,no,4670818
1888,2019,Louisiana,176521,19.0,License Taxes,TA3,368318,no,4670818
1889,2020,Louisiana,173521,19.0,License Taxes,TA3,368318,no,4670818
1890,2018,Mississippi,94782,25.0,License Taxes,TA3,494921,no,2989663
1891,2019,Mississippi,96534,25.0,License Taxes,TA3,494921,no,2989663
1892,2020,Mississippi,95998,25.0,License Taxes,TA3,494921,no,2989663
1893,2018,North Carolina,388543,34.0,License Taxes,TA3,2244880,no,10270800
1894,2019,North Carolina,407916,34.0,License Taxes,TA3,2244880,no,10270800
1895,2020,North Carolina,405953,34.0,License Taxes,TA3,2244880,no,10270800
1896,2018,South Carolina,188549,41.0,License Taxes,TA3,518886,no,5021219
1897,2019,South Carolina,196624,41.0,License Taxes,TA3,518886,no,5021219
1898,2020,South Carolina,195959,41.0,License Taxes,TA3,518886,no,5021219
1899,2018,Tennessee,250646,43.0,License Taxes,TA3,1635495,no,6708794
1900,2019,Tennessee,260814,43.0,License Taxes,TA3,1635495,no,6708794
1901,2020,Tennessee,258252,43.0,License Taxes,TA3,1635495,no,6708794
1902,2018,Virginia,366752,47.0,License Taxes,TA3,856649,no,8465207
1903,2019,Virginia,377556,47.0,License Taxes,TA3,856649,no,8465207
1904,2020,Virginia,367303,47.0,License Taxes,TA3,856649,no,8465207
1905,2018,West Virginia,66584,49.0,License Taxes,TA3,149555,no,1817048
1906,2019,West Virginia,68110,49.0,License Taxes,TA3,149555,no,1817048
1907,2020,West Virginia,66404,49.0,License Taxes,TA3,149555,no,1817048
1908,2018,Arizona,273434,3.0,License Taxes,TA3,506034,no,7048876
1909,2019,Arizona,287660,3.0,License Taxes,TA3,506034,no,7048876
1910,2020,Arizona,287090,3.0,License Taxes,TA3,506034,no,7048876
1911,2018,New Mexico,74540,32.0,License Taxes,TA3,307671,no,2093395
1912,2019,New Mexico,76039,32.0,License Taxes,TA3,307671,no,2093395
1913,2020,New Mexico,74276,32.0,License Taxes,TA3,307671,no,2093395
1914,2018,Oklahoma,135983,37.0,License Taxes,TA3,1015962,no,3932640
1915,2019,Oklahoma,138946,37.0,License Taxes,TA3,1015962,no,3932640
1916,2020,Oklahoma,137469,37.0,License Taxes,TA3,1015962,no,3932640
1917,2018,Texas,1128352,44.0,License Taxes,TA3,3432901,no,28322717
1918,2019,Texas,1173809,44.0,License Taxes,TA3,3432901,no,28322717
1919,2020,Texas,1164466,44.0,License Taxes,TA3,3432901,no,28322717
1920,2018,Colorado,259864,6.0,License Taxes,TA3,748284,no,5615902
1921,2019,Colorado,273403,6.0,License Taxes,TA3,748284,no,5615902
1922,2020,Colorado,270883,6.0,License Taxes,TA3,748284,no,5615902
1923,2018,Idaho,61376,13.0,License Taxes,TA3,383702,no,1718904
1924,2019,Idaho,63986,13.0,License Taxes,TA3,383702,no,1718904
1925,2020,Idaho,64781,13.0,License Taxes,TA3,383702,no,1718904
1926,2018,Montana,43990,27.0,License Taxes,TA3,329874,no,1053090
1927,2019,Montana,45545,27.0,License Taxes,TA3,329874,no,1053090
1928,2020,Montana,45719,27.0,License Taxes,TA3,329874,no,1053090
1929,2018,Utah,113864,45.0,License Taxes,TA3,321715,no,3103118
1930,2019,Utah,119970,45.0,License Taxes,TA3,321715,no,3103118
1931,2020,Utah,121445,45.0,License Taxes,TA3,321715,no,3103118
1932,2018,Wyoming,24352,51.0,License Taxes,TA3,161973,no,578934
1933,2019,Wyoming,24839,51.0,License Taxes,TA3,161973,no,578934
1934,2020,Wyoming,24467,51.0,License Taxes,TA3,161973,no,578934
1935,2018,Alaska,36645,2.0,License Taxes,TA3,134246,no,739786
1936,2019,Alaska,37780,2.0,License Taxes,TA3,134246,no,739786
1937,2020,Alaska,35636,2.0,License Taxes,TA3,134246,no,739786
1938,2018,California,1835635,5.0,License Taxes,TA3,6995919,no,39399349
1939,2019,California,1921463,5.0,License Taxes,TA3,6995919,no,39399349
1940,2020,California,1835981,5.0,License Taxes,TA3,6995919,no,39399349
1941,2018,Hawaii,64439,12.0,License Taxes,TA3,269224,no,1424203
1942,2019,Hawaii,66977,12.0,License Taxes,TA3,269224,no,1424203
1943,2020,Hawaii,63427,12.0,License Taxes,TA3,269224,no,1424203
1944,2018,Nevada,120132,29.0,License Taxes,TA3,666527,no,2972405
1945,2019,Nevada,125927,29.0,License Taxes,TA3,666527,no,2972405
1946,2020,Nevada,123054,29.0,License Taxes,TA3,666527,no,2972405
1947,2018,Oregon,172989,38.0,License Taxes,TA3,1067836,no,4146592
1948,2019,Oregon,180750,38.0,License Taxes,TA3,1067836,no,4146592
1949,2020,Oregon,178375,38.0,License Taxes,TA3,1067836,no,4146592
1950,2018,Washington,347411,48.0,License Taxes,TA3,1453628,no,7425432
1951,2019,Washington,363100,48.0,License Taxes,TA3,1453628,no,7425432
1952,2020,Washington,354219,48.0,License Taxes,TA3,1453628,no,7425432
1953,2018,Connecticut,181568,7.0,Alcoholic Beverages License,T20,9204,no,3573880
1954,2019,Connecticut,185316,7.0,Alcoholic Beverages License,T20,9204,no,3573880
1955,2020,Connecticut,179406,7.0,Alcoholic Beverages License,T20,9204,no,3573880
1956,2018,Maine,60086,20.0,Alcoholic Beverages License,T20,6698,no,1335063
1957,2019,Maine,62130,20.0,Alcoholic Beverages License,T20,6698,no,1335063
1958,2020,Maine,61124,20.0,Alcoholic Beverages License,T20,6698,no,1335063
1959,2018,Massachusetts,364730,22.0,Alcoholic Beverages License,T20,3634,no,6863246
1960,2019,Massachusetts,377584,22.0,Alcoholic Beverages License,T20,3634,no,6863246
1961,2020,Massachusetts,358472,22.0,Alcoholic Beverages License,T20,3634,no,6863246
1962,2018,New Hampshire,69527,30.0,Alcoholic Beverages License,T20,17263,no,1349767
1963,2019,New Hampshire,72030,30.0,Alcoholic Beverages License,T20,17263,no,1349767
1964,2020,New Hampshire,70719,30.0,Alcoholic Beverages License,T20,17263,no,1349767
1965,2018,Rhode Island,45923,40.0,Alcoholic Beverages License,T20,143,no,1056486
1966,2019,Rhode Island,47198,40.0,Alcoholic Beverages License,T20,143,no,1056486
1967,2020,Rhode Island,45397,40.0,Alcoholic Beverages License,T20,143,no,1056486
1968,2018,Vermont,30020,46.0,Alcoholic Beverages License,T20,485,no,624525
1969,2019,Vermont,30756,46.0,Alcoholic Beverages License,T20,485,no,624525
1970,2020,Vermont,29545,46.0,Alcoholic Beverages License,T20,485,no,624525
1971,2018,Delaware,44250,8.0,Alcoholic Beverages License,T20,2034,no,957078
1972,2019,Delaware,45865,8.0,Alcoholic Beverages License,T20,2034,no,957078
1973,2020,Delaware,44834,8.0,Alcoholic Beverages License,T20,2034,no,957078
1974,2018,Maryland,273980,21.0,Alcoholic Beverages License,T20,1486,no,6024891
1975,2019,Maryland,280842,21.0,Alcoholic Beverages License,T20,1486,no,6024891
1976,2020,Maryland,268457,21.0,Alcoholic Beverages License,T20,1486,no,6024891
1977,2018,New Jersey,443500,31.0,Alcoholic Beverages License,T20,4199,no,8888543
1978,2019,New Jersey,458468,31.0,Alcoholic Beverages License,T20,4199,no,8888543
1979,2020,New Jersey,446078,31.0,Alcoholic Beverages License,T20,4199,no,8888543
1980,2018,New York,976857,33.0,Alcoholic Beverages License,T20,62334,no,19590719
1981,2019,New York,1015020,33.0,Alcoholic Beverages License,T20,62334,no,19590719
1982,2020,New York,961707,33.0,Alcoholic Beverages License,T20,62334,no,19590719
1983,2018,Pennsylvania,577036,39.0,Alcoholic Beverages License,T20,34222,no,12790447
1984,2019,Pennsylvania,594861,39.0,Alcoholic Beverages License,T20,34222,no,12790447
1985,2020,Pennsylvania,570772,39.0,Alcoholic Beverages License,T20,34222,no,12790447
1986,2018,Illinois,559565,14.0,Alcoholic Beverages License,T20,17021,no,12786196
1987,2019,Illinois,574300,14.0,Alcoholic Beverages License,T20,17021,no,12786196
1988,2020,Illinois,553612,14.0,Alcoholic Beverages License,T20,17021,no,12786196
1989,2018,Indiana,253792,15.0,Alcoholic Beverages License,T20,12582,no,6660082
1990,2019,Indiana,260120,15.0,Alcoholic Beverages License,T20,12582,no,6660082
1991,2020,Indiana,257343,15.0,Alcoholic Beverages License,T20,12582,no,6660082
1992,2018,Michigan,411916,23.0,Alcoholic Beverages License,T20,19204,no,9976447
1993,2019,Michigan,423448,23.0,Alcoholic Beverages License,T20,19204,no,9976447
1994,2020,Michigan,411364,23.0,Alcoholic Beverages License,T20,19204,no,9976447
1995,2018,Ohio,463474,36.0,Alcoholic Beverages License,T20,42978,no,11664129
1996,2019,Ohio,475942,36.0,Alcoholic Beverages License,T20,42978,no,11664129
1997,2020,Ohio,466160,36.0,Alcoholic Beverages License,T20,42978,no,11664129
1998,2018,Wisconsin,238008,50.0,Alcoholic Beverages License,T20,1902,no,5792051
1999,2019,Wisconsin,244555,50.0,Alcoholic Beverages License,T20,1902,no,5792051
2000,2020,Wisconsin,238923,50.0,Alcoholic Beverages License,T20,1902,no,5792051
2001,2018,Iowa,119390,16.0,Alcoholic Beverages License,T20,15442,no,3143637
2002,2019,Iowa,121840,16.0,Alcoholic Beverages License,T20,15442,no,3143637
2003,2020,Iowa,118905,16.0,Alcoholic Beverages License,T20,15442,no,3143637
2004,2018,Kansas,111458,17.0,Alcoholic Beverages License,T20,2668,no,2910689
2005,2019,Kansas,114771,17.0,Alcoholic Beverages License,T20,2668,no,2910689
2006,2020,Kansas,113185,17.0,Alcoholic Beverages License,T20,2668,no,2910689
2007,2018,Minnesota,255154,24.0,Alcoholic Beverages License,T20,2611,no,5568155
2008,2019,Minnesota,262443,24.0,Alcoholic Beverages License,T20,2611,no,5568155
2009,2020,Minnesota,251205,24.0,Alcoholic Beverages License,T20,2611,no,5568155
2010,2018,Missouri,244845,26.0,Alcoholic Beverages License,T20,5304,no,6108612
2011,2019,Missouri,252194,26.0,Alcoholic Beverages License,T20,5304,no,6108612
2012,2020,Missouri,246053,26.0,Alcoholic Beverages License,T20,5304,no,6108612
2013,2018,Nebraska,78632,28.0,Alcoholic Beverages License,T20,715,no,1917575
2014,2019,Nebraska,80688,28.0,Alcoholic Beverages License,T20,715,no,1917575
2015,2020,Nebraska,79714,28.0,Alcoholic Beverages License,T20,715,no,1917575
2016,2018,North Dakota,34104,35.0,Alcoholic Beverages License,T20,381,no,755176
2017,2019,North Dakota,34836,35.0,Alcoholic Beverages License,T20,381,no,755176
2018,2020,North Dakota,33631,35.0,Alcoholic Beverages License,T20,381,no,755176
2019,2018,South Dakota,36219,42.0,Alcoholic Beverages License,T20,1166,no,873286
2020,2019,South Dakota,37599,42.0,Alcoholic Beverages License,T20,1166,no,873286
2021,2020,South Dakota,37338,42.0,Alcoholic Beverages License,T20,1166,no,873286
2022,2018,Alabama,170857,1.0,Alcoholic Beverages License,T20,4086,no,4875120
2023,2019,Alabama,177751,1.0,Alcoholic Beverages License,T20,4086,no,4875120
2024,2020,Alabama,176480,1.0,Alcoholic Beverages License,T20,4086,no,4875120
2025,2018,Arkansas,101727,4.0,Alcoholic Beverages License,T20,4787,no,3002997
2026,2019,Arkansas,104430,4.0,Alcoholic Beverages License,T20,4787,no,3002997
2027,2020,Arkansas,104489,4.0,Alcoholic Beverages License,T20,4787,no,3002997
2028,2018,Florida,927049,10.0,Alcoholic Beverages License,T20,7005,no,20976812
2029,2019,Florida,966943,10.0,Alcoholic Beverages License,T20,7005,no,20976812
2030,2020,Florida,947906,10.0,Alcoholic Beverages License,T20,7005,no,20976812
2031,2018,Georgia,400690,11.0,Alcoholic Beverages License,T20,3975,no,10413055
2032,2019,Georgia,416542,11.0,Alcoholic Beverages License,T20,3975,no,10413055
2033,2020,Georgia,408753,11.0,Alcoholic Beverages License,T20,3975,no,10413055
2034,2018,Kentucky,160788,18.0,Alcoholic Beverages License,T20,6638,no,4453874
2035,2019,Kentucky,165186,18.0,Alcoholic Beverages License,T20,6638,no,4453874
2036,2020,Kentucky,163750,18.0,Alcoholic Beverages License,T20,6638,no,4453874
2037,2018,Mississippi,94782,25.0,Alcoholic Beverages License,T20,1228,no,2989663
2038,2019,Mississippi,96534,25.0,Alcoholic Beverages License,T20,1228,no,2989663
2039,2020,Mississippi,95998,25.0,Alcoholic Beverages License,T20,1228,no,2989663
2040,2018,North Carolina,388543,34.0,Alcoholic Beverages License,T20,26601,no,10270800
2041,2019,North Carolina,407916,34.0,Alcoholic Beverages License,T20,26601,no,10270800
2042,2020,North Carolina,405953,34.0,Alcoholic Beverages License,T20,26601,no,10270800
2043,2018,South Carolina,188549,41.0,Alcoholic Beverages License,T20,13601,no,5021219
2044,2019,South Carolina,196624,41.0,Alcoholic Beverages License,T20,13601,no,5021219
2045,2020,South Carolina,195959,41.0,Alcoholic Beverages License,T20,13601,no,5021219
2046,2018,Tennessee,250646,43.0,Alcoholic Beverages License,T20,1644,no,6708794
2047,2019,Tennessee,260814,43.0,Alcoholic Beverages License,T20,1644,no,6708794
2048,2020,Tennessee,258252,43.0,Alcoholic Beverages License,T20,1644,no,6708794
2049,2018,Virginia,366752,47.0,Alcoholic Beverages License,T20,14115,no,8465207
2050,2019,Virginia,377556,47.0,Alcoholic Beverages License,T20,14115,no,8465207
2051,2020,Virginia,367303,47.0,Alcoholic Beverages License,T20,14115,no,8465207
2052,2018,West Virginia,66584,49.0,Alcoholic Beverages License,T20,1038,no,1817048
2053,2019,West Virginia,68110,49.0,Alcoholic Beverages License,T20,1038,no,1817048
2054,2020,West Virginia,66404,49.0,Alcoholic Beverages License,T20,1038,no,1817048
2055,2018,Arizona,273434,3.0,Alcoholic Beverages License,T20,8921,no,7048876
2056,2019,Arizona,287660,3.0,Alcoholic Beverages License,T20,8921,no,7048876
2057,2020,Arizona,287090,3.0,Alcoholic Beverages License,T20,8921,no,7048876
2058,2018,New Mexico,74540,32.0,Alcoholic Beverages License,T20,0,no,2093395
2059,2019,New Mexico,76039,32.0,Alcoholic Beverages License,T20,0,no,2093395
2060,2020,New Mexico,74276,32.0,Alcoholic Beverages License,T20,0,no,2093395
2061,2018,Oklahoma,135983,37.0,Alcoholic Beverages License,T20,1360,no,3932640
2062,2019,Oklahoma,138946,37.0,Alcoholic Beverages License,T20,1360,no,3932640
2063,2020,Oklahoma,137469,37.0,Alcoholic Beverages License,T20,1360,no,3932640
2064,2018,Texas,1128352,44.0,Alcoholic Beverages License,T20,68608,no,28322717
2065,2019,Texas,1173809,44.0,Alcoholic Beverages License,T20,68608,no,28322717
2066,2020,Texas,1164466,44.0,Alcoholic Beverages License,T20,68608,no,28322717
2067,2018,Colorado,259864,6.0,Alcoholic Beverages License,T20,7840,no,5615902
2068,2019,Colorado,273403,6.0,Alcoholic Beverages License,T20,7840,no,5615902
2069,2020,Colorado,270883,6.0,Alcoholic Beverages License,T20,7840,no,5615902
2070,2018,Idaho,61376,13.0,Alcoholic Beverages License,T20,1878,no,1718904
2071,2019,Idaho,63986,13.0,Alcoholic Beverages License,T20,1878,no,1718904
2072,2020,Idaho,64781,13.0,Alcoholic Beverages License,T20,1878,no,1718904
2073,2018,Montana,43990,27.0,Alcoholic Beverages License,T20,3484,no,1053090
2074,2019,Montana,45545,27.0,Alcoholic Beverages License,T20,3484,no,1053090
2075,2020,Montana,45719,27.0,Alcoholic Beverages License,T20,3484,no,1053090
2076,2018,Utah,113864,45.0,Alcoholic Beverages License,T20,5900,no,3103118
2077,2019,Utah,119970,45.0,Alcoholic Beverages License,T20,5900,no,3103118
2078,2020,Utah,121445,45.0,Alcoholic Beverages License,T20,5900,no,3103118
2079,2018,Alaska,36645,2.0,Alcoholic Beverages License,T20,1314,no,739786
2080,2019,Alaska,37780,2.0,Alcoholic Beverages License,T20,1314,no,739786
2081,2020,Alaska,35636,2.0,Alcoholic Beverages License,T20,1314,no,739786
2082,2018,California,1835635,5.0,Alcoholic Beverages License,T20,58202,no,39399349
2083,2019,California,1921463,5.0,Alcoholic Beverages License,T20,58202,no,39399349
2084,2020,California,1835981,5.0,Alcoholic Beverages License,T20,58202,no,39399349
2085,2018,Oregon,172989,38.0,Alcoholic Beverages License,T20,4706,no,4146592
2086,2019,Oregon,180750,38.0,Alcoholic Beverages License,T20,4706,no,4146592
2087,2020,Oregon,178375,38.0,Alcoholic Beverages License,T20,4706,no,4146592
2088,2018,Washington,347411,48.0,Alcoholic Beverages License,T20,150772,no,7425432
2089,2019,Washington,363100,48.0,Alcoholic Beverages License,T20,150772,no,7425432
2090,2020,Washington,354219,48.0,Alcoholic Beverages License,T20,150772,no,7425432
2091,2018,Connecticut,181568,7.0,Amusements License,T21,231,no,3573880
2092,2019,Connecticut,185316,7.0,Amusements License,T21,231,no,3573880
2093,2020,Connecticut,179406,7.0,Amusements License,T21,231,no,3573880
2094,2018,Maine,60086,20.0,Amusements License,T21,586,no,1335063
2095,2019,Maine,62130,20.0,Amusements License,T21,586,no,1335063
2096,2020,Maine,61124,20.0,Amusements License,T21,586,no,1335063
2097,2018,Massachusetts,364730,22.0,Amusements License,T21,14825,no,6863246
2098,2019,Massachusetts,377584,22.0,Amusements License,T21,14825,no,6863246
2099,2020,Massachusetts,358472,22.0,Amusements License,T21,14825,no,6863246
2100,2018,New Hampshire,69527,30.0,Amusements License,T21,322,no,1349767
2101,2019,New Hampshire,72030,30.0,Amusements License,T21,322,no,1349767
2102,2020,New Hampshire,70719,30.0,Amusements License,T21,322,no,1349767
2103,2018,Rhode Island,45923,40.0,Amusements License,T21,222,no,1056486
2104,2019,Rhode Island,47198,40.0,Amusements License,T21,222,no,1056486
2105,2020,Rhode Island,45397,40.0,Amusements License,T21,222,no,1056486
2106,2018,Vermont,30020,46.0,Amusements License,T21,26,no,624525
2107,2019,Vermont,30756,46.0,Amusements License,T21,26,no,624525
2108,2020,Vermont,29545,46.0,Amusements License,T21,26,no,624525
2109,2018,Delaware,44250,8.0,Amusements License,T21,312,no,957078
2110,2019,Delaware,45865,8.0,Amusements License,T21,312,no,957078
2111,2020,Delaware,44834,8.0,Amusements License,T21,312,no,957078
2112,2018,Maryland,273980,21.0,Amusements License,T21,2780,no,6024891
2113,2019,Maryland,280842,21.0,Amusements License,T21,2780,no,6024891
2114,2020,Maryland,268457,21.0,Amusements License,T21,2780,no,6024891
2115,2018,New Jersey,443500,31.0,Amusements License,T21,47211,no,8888543
2116,2019,New Jersey,458468,31.0,Amusements License,T21,47211,no,8888543
2117,2020,New Jersey,446078,31.0,Amusements License,T21,47211,no,8888543
2118,2018,Pennsylvania,577036,39.0,Amusements License,T21,12672,no,12790447
2119,2019,Pennsylvania,594861,39.0,Amusements License,T21,12672,no,12790447
2120,2020,Pennsylvania,570772,39.0,Amusements License,T21,12672,no,12790447
2121,2018,Illinois,559565,14.0,Amusements License,T21,15491,no,12786196
2122,2019,Illinois,574300,14.0,Amusements License,T21,15491,no,12786196
2123,2020,Illinois,553612,14.0,Amusements License,T21,15491,no,12786196
2124,2018,Indiana,253792,15.0,Amusements License,T21,5782,no,6660082
2125,2019,Indiana,260120,15.0,Amusements License,T21,5782,no,6660082
2126,2020,Indiana,257343,15.0,Amusements License,T21,5782,no,6660082
2127,2018,Ohio,463474,36.0,Amusements License,T21,36094,no,11664129
2128,2019,Ohio,475942,36.0,Amusements License,T21,36094,no,11664129
2129,2020,Ohio,466160,36.0,Amusements License,T21,36094,no,11664129
2130,2018,Wisconsin,238008,50.0,Amusements License,T21,467,no,5792051
2131,2019,Wisconsin,244555,50.0,Amusements License,T21,467,no,5792051
2132,2020,Wisconsin,238923,50.0,Amusements License,T21,467,no,5792051
2133,2018,Iowa,119390,16.0,Amusements License,T21,21770,no,3143637
2134,2019,Iowa,121840,16.0,Amusements License,T21,21770,no,3143637
2135,2020,Iowa,118905,16.0,Amusements License,T21,21770,no,3143637
2136,2018,Kansas,111458,17.0,Amusements License,T21,7950,no,2910689
2137,2019,Kansas,114771,17.0,Amusements License,T21,7950,no,2910689
2138,2020,Kansas,113185,17.0,Amusements License,T21,7950,no,2910689
2139,2018,Minnesota,255154,24.0,Amusements License,T21,1195,no,5568155
2140,2019,Minnesota,262443,24.0,Amusements License,T21,1195,no,5568155
2141,2020,Minnesota,251205,24.0,Amusements License,T21,1195,no,5568155
2142,2018,Missouri,244845,26.0,Amusements License,T21,2540,no,6108612
2143,2019,Missouri,252194,26.0,Amusements License,T21,2540,no,6108612
2144,2020,Missouri,246053,26.0,Amusements License,T21,2540,no,6108612
2145,2018,Nebraska,78632,28.0,Amusements License,T21,534,no,1917575
2146,2019,Nebraska,80688,28.0,Amusements License,T21,534,no,1917575
2147,2020,Nebraska,79714,28.0,Amusements License,T21,534,no,1917575
2148,2018,North Dakota,34104,35.0,Amusements License,T21,1123,no,755176
2149,2019,North Dakota,34836,35.0,Amusements License,T21,1123,no,755176
2150,2020,North Dakota,33631,35.0,Amusements License,T21,1123,no,755176
2151,2018,South Dakota,36219,42.0,Amusements License,T21,6573,no,873286
2152,2019,South Dakota,37599,42.0,Amusements License,T21,6573,no,873286
2153,2020,South Dakota,37338,42.0,Amusements License,T21,6573,no,873286
2154,2018,Arkansas,101727,4.0,Amusements License,T21,462,no,3002997
2155,2019,Arkansas,104430,4.0,Amusements License,T21,462,no,3002997
2156,2020,Arkansas,104489,4.0,Amusements License,T21,462,no,3002997
2157,2018,Florida,927049,10.0,Amusements License,T21,14000,no,20976812
2158,2019,Florida,966943,10.0,Amusements License,T21,14000,no,20976812
2159,2020,Florida,947906,10.0,Amusements License,T21,14000,no,20976812
2160,2018,Kentucky,160788,18.0,Amusements License,T21,277,no,4453874
2161,2019,Kentucky,165186,18.0,Amusements License,T21,277,no,4453874
2162,2020,Kentucky,163750,18.0,Amusements License,T21,277,no,4453874
2163,2018,Mississippi,94782,25.0,Amusements License,T21,24566,no,2989663
2164,2019,Mississippi,96534,25.0,Amusements License,T21,24566,no,2989663
2165,2020,Mississippi,95998,25.0,Amusements License,T21,24566,no,2989663
2166,2018,North Carolina,388543,34.0,Amusements License,T21,197,no,10270800
2167,2019,North Carolina,407916,34.0,Amusements License,T21,197,no,10270800
2168,2020,North Carolina,405953,34.0,Amusements License,T21,197,no,10270800
2169,2018,South Carolina,188549,41.0,Amusements License,T21,6918,no,5021219
2170,2019,South Carolina,196624,41.0,Amusements License,T21,6918,no,5021219
2171,2020,South Carolina,195959,41.0,Amusements License,T21,6918,no,5021219
2172,2018,Tennessee,250646,43.0,Amusements License,T21,240,no,6708794
2173,2019,Tennessee,260814,43.0,Amusements License,T21,240,no,6708794
2174,2020,Tennessee,258252,43.0,Amusements License,T21,240,no,6708794
2175,2018,Virginia,366752,47.0,Amusements License,T21,104,no,8465207
2176,2019,Virginia,377556,47.0,Amusements License,T21,104,no,8465207
2177,2020,Virginia,367303,47.0,Amusements License,T21,104,no,8465207
2178,2018,West Virginia,66584,49.0,Amusements License,T21,3432,no,1817048
2179,2019,West Virginia,68110,49.0,Amusements License,T21,3432,no,1817048
2180,2020,West Virginia,66404,49.0,Amusements License,T21,3432,no,1817048
2181,2018,New Mexico,74540,32.0,Amusements License,T21,556,no,2093395
2182,2019,New Mexico,76039,32.0,Amusements License,T21,556,no,2093395
2183,2020,New Mexico,74276,32.0,Amusements License,T21,556,no,2093395
2184,2018,Oklahoma,135983,37.0,Amusements License,T21,158766,no,3932640
2185,2019,Oklahoma,138946,37.0,Amusements License,T21,158766,no,3932640
2186,2020,Oklahoma,137469,37.0,Amusements License,T21,158766,no,3932640
2187,2018,Texas,1128352,44.0,Amusements License,T21,18492,no,28322717
2188,2019,Texas,1173809,44.0,Amusements License,T21,18492,no,28322717
2189,2020,Texas,1164466,44.0,Amusements License,T21,18492,no,28322717
2190,2018,Colorado,259864,6.0,Amusements License,T21,723,no,5615902
2191,2019,Colorado,273403,6.0,Amusements License,T21,723,no,5615902
2192,2020,Colorado,270883,6.0,Amusements License,T21,723,no,5615902
2193,2018,Idaho,61376,13.0,Amusements License,T21,260,no,1718904
2194,2019,Idaho,63986,13.0,Amusements License,T21,260,no,1718904
2195,2020,Idaho,64781,13.0,Amusements License,T21,260,no,1718904
2196,2018,Montana,43990,27.0,Amusements License,T21,7348,no,1053090
2197,2019,Montana,45545,27.0,Amusements License,T21,7348,no,1053090
2198,2020,Montana,45719,27.0,Amusements License,T21,7348,no,1053090
2199,2018,Alaska,36645,2.0,Amusements License,T21,0,no,739786
2200,2019,Alaska,37780,2.0,Amusements License,T21,0,no,739786
2201,2020,Alaska,35636,2.0,Amusements License,T21,0,no,739786
2202,2018,California,1835635,5.0,Amusements License,T21,12212,no,39399349
2203,2019,California,1921463,5.0,Amusements License,T21,12212,no,39399349
2204,2020,California,1835981,5.0,Amusements License,T21,12212,no,39399349
2205,2018,Nevada,120132,29.0,Amusements License,T21,85047,no,2972405
2206,2019,Nevada,125927,29.0,Amusements License,T21,85047,no,2972405
2207,2020,Nevada,123054,29.0,Amusements License,T21,85047,no,2972405
2208,2018,Oregon,172989,38.0,Amusements License,T21,2858,no,4146592
2209,2019,Oregon,180750,38.0,Amusements License,T21,2858,no,4146592
2210,2020,Oregon,178375,38.0,Amusements License,T21,2858,no,4146592
2211,2018,Washington,347411,48.0,Amusements License,T21,0,no,7425432
2212,2019,Washington,363100,48.0,Amusements License,T21,0,no,7425432
2213,2020,Washington,354219,48.0,Amusements License,T21,0,no,7425432
2358,2018,Connecticut,181568,7.0,Hunting and Fishing License,T23,5603,no,3573880
2359,2019,Connecticut,185316,7.0,Hunting and Fishing License,T23,5603,no,3573880
2360,2020,Connecticut,179406,7.0,Hunting and Fishing License,T23,5603,no,3573880
2361,2018,Maine,60086,20.0,Hunting and Fishing License,T23,16579,no,1335063
2362,2019,Maine,62130,20.0,Hunting and Fishing License,T23,16579,no,1335063
